title,author(s),retail_price,discounted/sale_price,isbn10,book_type,number_of_pages,input_isbn
Words of Radiance,Brandon Sanderson,15.99,15.99,0575097434,ePUB,1088.0,9780575097438
A Mercy,Toni Morrison,15.99,15.99,1407016598,ePUB,176.0,9781407016597
Task Force Black,Mark Urban,12.99,12.99,0748120025,ePUB,352.0,9780748120024
Veg,Jamie Oliver,21.99,21.99,1405932260,ePUB,288.0,9781405932264
All the Rage,Cara Hunter,15.99,15.99,0241985129,ePUB,416.0,9780241985120
Younger Next Year: The Exercise Program,Chris Crowley,19.99,19.99,0761189637,ePUB,176.0,9780761189633
The Silence of the Girls,Pat Barker,15.99,15.99,0241983215,ePUB,368.0,9780241983218
Strange Dogs,James S. A. Corey,2.99,2.99,0356504204,ePUB,112.0,9780356504209
Do Androids Dream Of Electric Sheep?,Philip K Dick,9.99,9.99,0575097930,ePUB,208.0,9780575097933
The Chain Of Curiosity,Sandi Toksvig,12.99,12.99,1405527234,ePUB,320.0,9781405527231
Death Masks,Jim Butcher,12.99,12.99,0748116109,ePUB,416.0,9780748116102
Judge and Jury,James Patterson|Andrew Gross,12.99,12.99,0755387163,ePUB,330.0,9780755387168
Till We Meet Again,Lesley Pearse,15.99,15.99,0141924993,ePUB,512.0,9780141924991
Thanos Rising,Jason Aaron,13.19,10.99,1302369946,ePUB,,9781302369941
The Second Half,Roy Keane|Roddy Doyle,12.99,12.99,0297608908,ePUB,288.0,9780297608905
An Ice-cream War,William Boyd,15.99,15.99,0141924594,ePUB,384.0,9780141924595
Ship of Magic,Robin Hobb,22.99,20.35,0008117454,Paperback,896.0,9780008117450
Fear Nothing (Detective D.D. Warren 7),Lisa Gardner,11.99,11.99,0755388364,ePUB,384.0,9780755388363
The Halfling's Gem,R.A. Salvatore,16.12,12.99,078695406X,ePUB,384.0,9780786954063
The Traitor Queen,Trudi Canavan,22.99,20.4,1841495964,Paperback,544.0,9781841495965
Want to Play?,P. J. Tracy,15.99,15.99,0141915129,ePUB,496.0,9780141915128
The Forty Rules of Love,Elif Shafak,15.99,15.99,0241957109,ePUB,368.0,9780241957103
How to Behave So Your Dog Behaves Revised and Updated 2nd Edition,Dr. Sophia Yin,20.53,16.99,0793842905,ePUB,,9780793842902
Redemption,Jussi Adler-Olsen,15.99,15.99,0141962534,ePUB,640.0,9780141962535
The Eagle's Prey (Eagles of the Empire 5),Simon Scarrow,12.99,12.99,0755350863,ePUB,448.0,9780755350865
A Perfect Heritage,Penny Vincenzi,11.99,11.99,0755377613,ePUB,528.0,9780755377619
Academ's Fury,Jim Butcher,11.99,11.99,0748111735,ePUB,608.0,9780748111732
The Templar's Secret,Chloe M. Palov,15.99,15.99,0241958903,ePUB,528.0,9780241958902
Antifragile,Nassim Nicholas Taleb,16.99,16.99,0718197909,ePUB,544.0,9780718197902
Gamble,Felix Francis,15.99,15.99,0141959444,ePUB,432.0,9780141959443
Having A Lovely Time,Jenny Eclair,12.99,12.99,1405525401,ePUB,320.0,9781405525404
The Dark Prophecy (The Trials of Apollo Book 2),Rick Riordan,14.99,14.99,0141363983,ePUB,528.0,9780141363981
The Snow Girls,Chris Mooney,15.99,15.99,1405932546,ePUB,400.0,9781405932547
Ordinary Girls,Jaquira Díaz,23.99,23.99,164375016X,ePUB,,9781643750163
Christmas at the Ragdoll Orphanage,Suzanne Lambert,14.99,14.99,140591386X,ePUB,304.0,9781405913867
The Tempest,William Shakespeare,1.45,1.45,0486113841,ePUB,96.0,9780486113845
Solis,Kat Ross,4.39,4.39,0999048139,ePUB,,9780999048139
Our Endless Numbered Days,Claire Fuller,15.99,15.99,0241969018,ePUB,368.0,9780241969014
The Dying Hours,Mark Billingham,12.99,12.99,0748120505,ePUB,416.0,9780748120505
The Mist,Ragnar Jónasson,15.99,15.99,1405934891,ePUB,320.0,9781405934893
Yew Tree Gardens,Anna Jacobs,14.38,12.99,0749012102,ePUB,320.0,9780749012106
Brave the Tempest,Karen Chance,11.72,10.99,1101990015,ePUB,,9781101990018
Lolita,Vladimir Nabokov,15.99,15.99,014139160X,ePUB,336.0,9780141391601
Point Of Origin,Patricia Cornwell,11.99,11.99,074810948X,ePUB,448.0,9780748109487
Surface Detail,Iain M. Banks,12.99,12.99,0748117334,ePUB,400.0,9780748117338
Back To Battle,Max Hennessy,9.89,8.99,0755128001,ePUB,334.0,9780755128006
The Coming of the Third Reich,Richard J. Evans,18.99,18.99,0718196805,ePUB,656.0,9780718196806
"Love, Nina",Nina Stibbe,14.99,14.99,024196508X,ePUB,200.0,9780241965085
Mere Christianity,C. S. Lewis,5.99,5.99,0061947431,ePUB,256.0,9780061947438
The Young Hornblower Omnibus,C.S. Forester,15.99,15.99,0141959185,ePUB,640.0,9780141959184
One Simple Thing,Eddie Stern,19.51,15.99,0865478406,ePUB,,9780865478404
The Honeyfield Bequest,Anna Jacobs,14.38,12.99,0749020059,ePUB,300.0,9780749020057
The G.I. Diet,Rick Gallop,25.75,25.75,076114479X,Paperback,164.0,9780761144793
The Stepney Doorstep Society,Kate Thompson,14.99,14.99,0718189876,ePUB,248.0,9780718189877
The Things that Nobody Knows,William Hartston,7.49,6.99,0857897160,ePUB,300.0,9780857897169
Close,Martina Cole,11.99,11.99,0755350677,ePUB,672.0,9780755350674
Mrs Palfrey At The Claremont,Elizabeth Taylor,12.99,12.99,0748131000,ePUB,224.0,9780748131006
Severed Souls (A Richard and Kahlan novel),Terry Goodkind,11.99,11.99,0007510888,ePUB,558.0,9780007510887
Final Option,Clive Cussler|Boyd Morrison,15.99,15.99,1405941022,ePUB,400.0,9781405941020
Storm Front : Dresden Files,Jim Butcher,12.99,12.99,0748116060,ePUB,352.0,9780748116065
Pale Fire,Vladimir Nabokov,15.99,15.99,0141912863,ePUB,352.0,9780141912868
Cat & Mouse,James Patterson,41.56,41.56,0446692646,Paperback,419.0,9780446692649
When God was a Rabbit,Sarah Winman,11.99,11.99,0755379314,ePUB,336.0,9780755379316
London,Dr Matthew Green,15.99,15.99,1405919132,ePUB,336.0,9781405919135
Heartburn,Nora Ephron,12.99,12.99,1405522305,ePUB,192.0,9781405522304
The Art of Raising a Puppy (Revised Edition),Monks of New Skete,29.99,29.99,0316182680,ePUB,300.0,9780316182683
Summer Knight,Jim Butcher,12.99,12.99,0748116095,ePUB,416.0,9780748116096
"Call Down the Hawk (The Dreamer Trilogy, Book 1)",Maggie Stiefvater,19.06,15.99,1338188356,ePUB,,9781338188356
Hooked,Nir Eyal,18.99,18.99,0241971853,ePUB,256.0,9780241971857
Abducted,Charlene Lunnon|Lisa Hoodless,15.99,15.99,0141931388,ePUB,288.0,9780141931388
Great Expectations (Illustrated),Charles Dickens,0.99,0.99,0978927087,ePUB,,9780978927080
Animal Farm,George Orwell,10.99,10.99,0141905913,ePUB,144.0,9780141905914
The Natural Baby Sleep Solution,Polly Moore Ph.D.,19.99,19.99,0761193022,ePUB,192.0,9780761193029
London Bridges,James Patterson,12.99,12.99,075538718X,ePUB,321.0,9780755387182
Secrets of the Henna Girl,Sufiya Ahmed,9.99,9.99,0141971398,ePUB,384.0,9780141971391
The Chrysalids,John Wyndham,15.99,15.99,0241950600,ePUB,224.0,9780241950609
Swing Time,Zadie Smith,15.99,15.99,0241965306,ePUB,432.0,9780241965306
The Big Short,Michael Lewis,14.99,14.99,0241956005,ePUB,288.0,9780241956007
Secrets,Lesley Pearse,15.99,15.99,0141907053,ePUB,576.0,9780141907055
Why We Get Fat: And What to Do About It,Gary Taubes,23.99,19.99,030759551X,ePUB,,9780307595515
Iceberg,Clive Cussler,11.99,11.99,0748114394,ePUB,400.0,9780748114399
The American Heritage Dictionary of Idioms,Christine Ammer,28.59,22.99,0547677537,ePUB,512.0,9780547677538
A Delicate Truth,John le Carré,15.99,15.99,0241965179,ePUB,320.0,9780241965177
The Legacy,R.A. Salvatore,16.12,12.99,0786954078,ePUB,352.0,9780786954070
Flash Boys,Michael Lewis,15.99,15.99,0141978155,ePUB,320.0,9780141978154
Percy Jackson,Rick Riordan,73.99,73.99,0141352019,ePUB,1024.0,9780141352015
The Story of Brexit,Jason Hazeley|Joel Morris,14.99,14.99,1405940948,ePUB,56.0,9781405940948
Empire of the Deep,Ben Wilson,11.99,11.99,0297864092,ePUB,544.0,9780297864097
When we were Warriors,Emma Carroll,10.99,9.99,0571350410,ePUB,256.0,9780571350414
The Man Who Smiled,Henning Mankell,15.99,15.99,140701773X,ePUB,448.0,9781407017730
Old Filth,Jane Gardam,11.99,11.99,1405525487,ePUB,272.0,9781405525480
Total Control,David Baldacci,41.75,41.75,153871180X,Paperback,656.0,9781538711804
Easy Spanish Phrase Book New Edition,Garcia Loaeza,12.99,12.75,0486499057,Paperback,80.0,9780486499055
Moon Over Soho,Ben Aaronovitch,11.99,11.99,0575097639,ePUB,384.0,9780575097636
The Fearless Organization,Amy C. Edmondson,38.49,38.49,1119477263,ePUB,0.0,9781119477266
Shadow's Edge,Brent Weeks,12.99,12.99,074811257X,ePUB,656.0,9780748112579
"Robots, Robots Everywhere",Sue Fliess,8.79,7.99,0375981365,ePUB,,9780375981364
Stakeknife,Greg Harkin|Martin Ingram,36.95,36.95,0862788439,Paperback,280.0,9780862788438
A Little Hatred,Joe Abercrombie,12.99,12.99,0575095903,ePUB,480.0,9780575095908
A Good Man in Africa,William Boyd,15.99,15.99,0241970407,ePUB,352.0,9780241970409
The Hidden Oracle (The Trials of Apollo Book 1),Rick Riordan,9.99,9.99,0141363940,ePUB,528.0,9780141363943
Blood Line,Lynda La Plante,16.99,16.99,0857201824,ePUB,496.0,9780857201829
The Art of Extreme Self-Care,Cheryl Richardson,17.59,14.99,1401924824,ePUB,113.0,9781401924829
The Doghouse,Jan Thomas,5.99,5.99,1328686000,ePUB,,9781328686008
Hard-Boiled Wonderland and the End of the World,Haruki Murakami,15.99,15.99,1448103681,ePUB,416.0,9781448103683
Never Look Back,Lesley Pearse,15.99,15.99,0141910674,ePUB,752.0,9780141910673
An Abundance of Katherines,John Green,9.99,9.99,0141346108,ePUB,272.0,9780141346106
Over a Hot Stove,Flo Wadlow,8.99,8.99,0749015764,ePUB,0.0,9780749015763
Deadpool Vol. 1,Daniel Way,13.19,10.99,0785170405,ePUB,,9780785170402
No Escape,Mary Burton,15.99,15.99,1405909749,ePUB,432.0,9781405909747
Night,Elie Wiesel|Marion Wiesel,14.99,14.99,071819781X,ePUB,144.0,9780718197810
It's Now or Never,Carole Matthews,12.99,12.99,1405523646,ePUB,416.0,9781405523646
Sandringham Days,John Matson,18.49,15.99,0752483110,ePUB,192.0,9780752483115
Who Is Barack Obama?,Roberta Edwards|Who HQ,8.79,7.99,110117112X,ePUB,112.0,9781101171127
The Five People You Meet In Heaven,Mitch Albom,11.99,11.99,0748112634,ePUB,240.0,9780748112630
Cold Granite,Stuart MacBride,3.99,3.99,0007298978,ePUB,480.0,9780007298976
Whispers Under Ground,Ben Aaronovitch,12.99,12.99,0575097671,ePUB,384.0,9780575097674
Cibola Burn,James S. A. Corey,11.99,11.99,0356504182,ePUB,592.0,9780356504186
Blue Smoke,Nora Roberts,12.99,12.99,0748110828,ePUB,448.0,9780748110827
The Gathering Dark,James Oswald,14.99,14.99,1405925329,ePUB,448.0,9781405925327
Legend,David Gemmell,11.99,11.99,1405511982,ePUB,432.0,9781405511988
The Silkworm,Robert Galbraith,12.99,12.99,1405514973,ePUB,464.0,9781405514972
"Oaths (Dragon Blood, Book 8)",Lindsay Buroker,6.87,6.87,137039375X,ePUB,,9781370393756
The Cut Out Girl,Bart van Es,15.99,15.99,0241978718,ePUB,256.0,9780241978719
Aprons and Silver Spoons,Mollie Moran,14.99,14.99,0718197186,ePUB,320.0,9780718197186
Last Stories,William Trevor,15.99,15.99,0241337798,ePUB,240.0,9780241337790
Moonlight and Ashes,Rosie Goodwin,12.99,12.99,0755382641,ePUB,366.0,9780755382644
The Glossy Years,Nicholas Coleridge,15.99,15.99,0241983525,ePUB,400.0,9780241983522
Baking,Dorie Greenspan,9.99,9.99,0547348061,ePUB,,9780547348063
Jane Eyre,Charlotte Bronte,9.99,9.99,0141907525,ePUB,624.0,9780141907529
Manhattan Transfer,John Dos Passos,15.99,15.99,0141910119,ePUB,368.0,9780141910116
My Family and Other Animals,Gerald Durrell,14.99,14.99,0241982413,ePUB,320.0,9780241982419
Lazybones,Mark Billingham,12.99,12.99,0748109439,ePUB,448.0,9780748109432
Defending Your Marriage - The Reality of Spiritual Battle,Tim Muehlhoff|Clinton E. Arnold,31.64,27.5,083084550X,Paperback,176.0,9780830845507
In The Dark,Cara Hunter,15.99,15.99,0241283221,ePUB,480.0,9780241283226
Echo Burning,Lee Child,16.99,16.99,1407070266,ePUB,576.0,9781407070261
The Lean Startup,Eric Ries,18.99,18.99,0670921629,ePUB,336.0,9780670921621
Ballet Shoes,Noel Streatfeild,9.99,9.99,0141938374,ePUB,240.0,9780141938370
The Other Wife,Michael Robotham,11.99,11.99,0751562831,ePUB,400.0,9780751562835
The Nightingales are Drunk,Hafez,4.99,4.99,0141980273,ePUB,96.0,9780141980270
End Games,Michael Dibdin,13.19,11.99,0571246044,ePUB,480.0,9780571246045
The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),Philippa Perry,16.99,16.99,0241251001,ePUB,288.0,9780241251003
Reasons to be Cheerful,Nina Stibbe,15.99,15.99,0241974992,ePUB,320.0,9780241974995
Wiggly the Worm,Arnie Lightning,1.42,1.42,1311502459,ePUB,,9781311502452
The Singles Game,Lauren Weisberger,22.99,19.75,0007569246,Paperback,432.0,9780007569243
Defending the Guilty,Alex McBride,15.99,15.99,0141951400,ePUB,288.0,9780141951409
A Handful of Dust,Evelyn Waugh,15.99,15.99,0141886374,ePUB,288.0,9780141886374
Stormbird,Conn Iggulden,15.99,15.99,0718196333,ePUB,512.0,9780718196332
The Introvert Advantage,Marti Olsen Laney Psy.D.,23.99,23.99,0761148353,ePUB,336.0,9780761148357
Liberty Bar,Georges Simenon,15.99,15.99,0141979518,ePUB,112.0,9780141979519
The Secret Diaries of Miss Anne Lister - Vol.2,Anne Lister,9.99,9.99,034900689X,ePUB,224.0,9780349006895
Disobedience,Naomi Alderman,15.99,15.99,0141906073,ePUB,288.0,9780141906072
Villages,John Updike,15.99,15.99,0141923083,ePUB,336.0,9780141923086
Gilead,Marilynne Robinson,11.99,11.99,0748113509,ePUB,288.0,9780748113507
The Missing,Chris Mooney,15.99,15.99,0141902256,ePUB,416.0,9780141902258
I Am Legend,Richard Matheson,9.99,9.99,0575119578,ePUB,176.0,9780575119574
Red Sky at Sunrise,Laurie Lee,18.99,18.99,0141927372,ePUB,544.0,9780141927374
Flesh Wounds,Chris Brookmyre,12.99,12.99,140551597X,ePUB,416.0,9781405515979
Shepherds Abiding,Jan Karon,20.57,16.99,1101200405,ePUB,304.0,9781101200407
The Useful Book,David Bowers|Sharon Bowers,23.99,23.99,0761187146,ePUB,448.0,9780761187141
Oryx And Crake,Margaret Atwood,12.99,12.99,0748113355,ePUB,448.0,9780748113354
The Myth of Sisyphus,Albert Camus|James Wood,15.99,15.99,0141914173,ePUB,208.0,9780141914176
The Chicken Health Handbook,Gail Damerow,45.0,43.25,161212013X,Paperback,496.0,9781612120133
Trust Me,Lesley Pearse,15.99,15.99,0141910682,ePUB,720.0,9780141910680
American Gods,Neil Gaiman,12.99,12.99,0755379926,ePUB,521.0,9780755379927
Heaven,Randy Alcorn,50.99,45.9,0842379428,Hardcover,560.0,9780842379427
Where the Crawdads Sing,Delia Owens,48.9,48.9,0735219095,Hardcover,384.0,9780735219090
Broken Homes,Ben Aaronovitch,12.99,12.99,0575132493,ePUB,320.0,9780575132498
The Ideal Team Player,Patrick M. Lencioni,29.99,29.99,1119209617,ePUB,240.0,9781119209614
The Ladykiller,Martina Cole,11.99,11.99,0755350715,ePUB,300.0,9780755350711
Chernobyl,Serhii Plokhy,15.99,15.99,0241349036,ePUB,256.0,9780241349038
5 People Who Died During Sex,Karl Shaw,8.55,7.99,0767922964,ePUB,,9780767922968
The Secret,Julie Garwood,15.42,12.99,110153351X,ePUB,1.0,9781101533512
Threat Vector,Tom Clancy|Mark Greaney,15.99,15.99,0718198115,ePUB,720.0,9780718198114
Marius' Mules XII,S.J.A. Turney,7.56,7.56,0463655362,ePUB,,9780463655368
Vince and Joy,Lisa Jewell,15.99,15.99,0141040033,ePUB,512.0,9780141040035
The Black Prism,Brent Weeks,11.99,11.99,0748116974,ePUB,480.0,9780748116973
Death in the Spotlight,Robin Stevens,9.99,9.99,0141373830,ePUB,352.0,9780141373836
Crossfire,Malorie Blackman,14.99,14.99,0241388457,ePUB,496.0,9780241388457
Out of Africa,Isak Dinesen,14.99,14.99,0141913878,ePUB,336.0,9780141913872
The Hairy Dieters,Hairy Bikers,19.99,19.99,0297609327,ePUB,192.0,9780297609322
Rebecca,Daphne Du Maurier|Sally Beauman,11.99,11.99,1405513462,ePUB,448.0,9781405513463
Gooney Bird Greene,Lois Lowry,14.99,14.99,054748898X,ePUB,96.0,9780547488981
Inversions,Iain M. Banks,12.99,12.99,074811002X,ePUB,416.0,9780748110025
The Return,Victoria Hislop,12.99,12.99,0755352459,ePUB,300.0,9780755352456
The Penguin Book of the Contemporary British Short Story,,15.99,15.99,0241307163,ePUB,432.0,9780241307168
Steal Like an Artist,Austin Kleon,19.99,19.99,0761171258,ePUB,160.0,9780761171256
Proven Guilty,Jim Butcher,12.99,12.99,0748116583,ePUB,528.0,9780748116584
Falling For You,Leeanna Morgan,9.25,9.25,0994135556,ePUB,,9780994135551
One Of Us Is Lying,Karen M. McManus,12.99,12.99,0141375647,ePUB,240.0,9780141375649
Tennessee Night (The 8th Jack Nightingale Novel),Stephen Leather,8.12,8.12,0463273974,ePUB,,9780463273975
War And Peace,Leo Tolstoy|Orlando Figes,14.99,14.99,0141959800,ePUB,1472.0,9780141959801
Thornbear,Michael G. Manning,5.0,5.0,1311220518,ePUB,,9781311220516
Business Model Generation,Yves Pigneur Alexander Osterwalder,45.09,45.09,1118656407,ePUB,288.0,9781118656402
The Personal MBA,Josh Kaufman,18.99,18.99,0141971096,ePUB,464.0,9780141971094
Eragon: Book One,Christopher Paolini,12.99,12.99,1407047205,ePUB,528.0,9781407047201
How to Change Your Mind,Michael Pollan,15.99,15.99,0141985143,ePUB,400.0,9780141985145
You're Not Safe,Mary Burton,15.99,15.99,1405909757,ePUB,432.0,9781405909754
The Invisible Bridge,Julie Orringer,15.99,15.99,0241957141,ePUB,624.0,9780241957141
The Art of War,Sun Tzu,16.99,16.99,0857081020,ePUB,220.0,9780857081025
Orange Is the New Black,Piper Kerman,11.99,11.99,0349139873,ePUB,352.0,9780349139876
Hothouse Flower,Lucinda Riley,15.99,15.99,0141961392,ePUB,592.0,9780141961392
We are the Weather,Jonathan Safran Foer,15.99,15.99,0241984920,ePUB,352.0,9780241984925
Innocent Next Door,Shelley Munro,5.99,5.99,0473330342,ePUB,,9780473330347
A Mind For Numbers,Barbara Oakley PhD,25.7,20.99,1101621613,ePUB,272.0,9781101621615
Seven Steps from Snowdon to Everest,Mark Horrell,7.99,7.99,0993413013,ePUB,,9780993413018
Freakonomics,Steven D. Levitt|Stephen J. Dubner,15.99,15.99,0141928735,ePUB,336.0,9780141928739
The Greek Myths,Robert Graves,18.99,18.99,024198338X,ePUB,784.0,9780241983386
2001,Arthur C. Clarke,11.99,11.99,0748120785,ePUB,288.0,9780748120789
The Challenging Heights,Max Hennessy,8.79,7.99,0755128036,ePUB,284.0,9780755128037
Wicked Wings,Keri Arthur,6.99,6.99,0648324699,ePUB,,9780648324690
How To Be Right,James O'Brien,18.99,18.99,0753553112,ePUB,240.0,9780753553114
Blue Above the Chimneys,Christine Marion Fraser,14.99,14.99,0141972513,ePUB,256.0,9780141972510
My Uncle Oswald,Roald Dahl,15.99,15.99,0141941995,ePUB,208.0,9780141941998
Guilt,Jussi Adler-Olsen,14.99,14.99,1405909846,ePUB,464.0,9781405909846
Stasi Vice,Max Hertzberg,4.99,4.99,0993324789,ePUB,,9780993324789
Dead Men's Bones,James Oswald,14.99,14.99,1405917105,ePUB,484.0,9781405917100
Allen Carr's Easyweigh to Lose Weight,Allen Carr,14.99,14.99,0141927410,ePUB,224.0,9780141927411
Poseidon's Arrow,Clive Cussler|Dirk Cussler,15.99,15.99,1405909870,ePUB,528.0,9781405909877
Devil's Guard,George R. Elford,8.55,7.99,0307483770,ePUB,,9780307483775
World War One,Norman Stone,14.99,14.99,0141040955,ePUB,240.0,9780141040950
Moab Is My Washpot,Stephen Fry,15.99,15.99,1409007014,ePUB,448.0,9781409007012
Moon Tiger,Penelope Lively,15.99,15.99,014190271X,ePUB,224.0,9780141902715
On the Road,Jack Kerouac,15.99,15.99,0141912561,ePUB,320.0,9780141912561
The Evidence Against You,Gillian McAllister,15.99,15.99,1405934662,ePUB,400.0,9781405934664
Shadow Tyrants,Clive Cussler|Boyd Morrison,14.99,14.99,1405937114,ePUB,480.0,9781405937115
Marie Antoinette,Lady Antonia Fraser,17.99,17.99,0297857940,ePUB,640.0,9780297857945
The Book of Questions,Gregory Stock,19.99,19.99,0761178686,ePUB,250.0,9780761178682
Ladder of Years,Anne Tyler,15.99,15.99,1407016059,ePUB,336.0,9781407016054
Cover Your Eyes,Mary Burton,15.99,15.99,140591890X,ePUB,307.0,9781405918909
The Girl on the Cliff,Lucinda Riley,15.99,15.99,0141970618,ePUB,576.0,9780141970615
The Somerset Tsunami,Emma Carroll,10.99,9.99,057133282X,ePUB,304.0,9780571332823
Where Do Diggers Sleep at Night?,Brianna Caplan Sayres,11.99,10.99,0375980989,ePUB,,9780375980985
Animal Farm And 1984,George Orwell,15.99,15.99,0547504187,ePUB,,9780547504186
Happiness by Design,Paul Dolan,15.99,15.99,0241003113,ePUB,208.0,9780241003114
Best Served Cold,Joe Abercrombie,12.99,12.99,0575088168,ePUB,560.0,9780575088160
The Shock Doctrine,Naomi Klein,18.99,18.99,0141980869,ePUB,576.0,9780141980867
Crossed,Ally Condie,12.99,12.99,0141969989,ePUB,384.0,9780141969985
Did You Miss Me?,Karen Rose,11.99,11.99,0755374010,ePUB,469.0,9780755374014
The King's Curse,Philippa Gregory,13.99,13.99,0857207601,ePUB,608.0,9780857207609
Leviathan Wakes,James S. A. Corey,4.99,4.99,0748122966,ePUB,448.0,9780748122967
Stalin,Simon Sebag Montefiore,13.99,13.99,0297863851,ePUB,820.0,9780297863854
The 4 x 4 Diet,Erin Oprea,15.42,12.99,1101903090,ePUB,,9781101903094
The Skincare Bible,Dr Anjali Mahto,18.99,18.99,0241309115,ePUB,256.0,9780241309117
Journey to the Center of the Earth,Jules Verne,1.45,1.45,048611161X,ePUB,160.0,9780486111612
Tribe,Sebastian Junger,19.99,18.25,0008168180,Paperback,192.0,9780008168186
David and Goliath,Malcolm Gladwell,15.99,15.99,0241959608,ePUB,304.0,9780241959602
Consider Phlebas,Iain M. Banks,12.99,12.99,0748109994,ePUB,480.0,9780748109999
The Book of Basketball,Bill Simmons,22.29,17.99,0345513118,ePUB,,9780345513113
Sea of Greed,Clive Cussler|Graham Brown,15.99,15.99,1405937149,ePUB,480.0,9781405937146
New Moon,Stephenie Meyer,11.99,11.99,0748112529,ePUB,608.0,9780748112524
Kill For Me,Tom Wood,11.99,11.99,0751565717,ePUB,480.0,9780751565713
The Vanishing Act of Esme Lennox,Maggie O'Farrell,11.99,11.99,0755372263,ePUB,145.0,9780755372263
The Island,Ragnar Jónasson,15.99,15.99,1405930837,ePUB,350.0,9781405930833
The Night Watch,Sarah Waters,24.99,21.75,1844082415,Paperback,506.0,9781844082414
The Stranger,Albert Camus,24.99,21.75,0679720200,Paperback,144.0,9780679720201
The Pursuit of Glory,Tim Blanning,19.99,19.99,0141912758,ePUB,736.0,9780141912752
Lifeless,Mark Billingham,12.99,12.99,0748109447,ePUB,480.0,9780748109449
Daring Greatly,Brené Brown,16.99,16.99,0670923532,ePUB,304.0,9780670923533
The Day Before Happiness,Erri De Luca,15.99,15.99,0141394145,ePUB,208.0,9780141394145
Hacking Growth,Morgan Brown|Sean Ellis,19.99,19.99,0753545381,ePUB,320.0,9780753545386
Entwined with You,Sylvia Day,15.99,15.99,1405910283,ePUB,400.0,9781405910286
Open and Shut,David Rosenfelt,13.99,13.99,0446551074,ePUB,300.0,9780446551076
A Spy Among Friends,Ben Macintyre,18.39,15.99,1408851741,ePUB,368.0,9781408851746
Port Mortuary,Patricia Cornwell,11.99,11.99,0748117091,ePUB,512.0,9780748117093
Sacred Woman,Queen Afua,23.99,19.99,0307559513,ePUB,,9780307559517
The Defence of the Realm,Christopher Andrew,19.99,19.99,0718197445,ePUB,1072.0,9780718197445
Tuesday's Gone,Nicci French,15.99,15.99,0141964014,ePUB,464.0,9780141964010
The Lonely Londoners,Sam Selvon,15.99,15.99,0241189462,ePUB,160.0,9780241189467
The State We're In,Adele Parks,12.99,12.99,0755371402,ePUB,354.0,9780755371402
The Shroud Maker,Kate Ellis,12.99,12.99,1405515090,ePUB,384.0,9781405515092
The Eye of the World,Robert Jordan,16.99,16.99,074811534X,ePUB,832.0,9780748115341
This Is Not Propaganda,Peter Pomerantsev,16.49,14.99,0571338658,ePUB,300.0,9780571338658
Towers of Midnight (US EDITION),Robert Jordan|Brandon Sanderson,67.25,67.25,0765325942,Hardcover,864.0,9780765325945
The Bookseller Of Kabul,Åsne Seierstad,11.99,11.99,0748108521,ePUB,288.0,9780748108527
Against All Enemies,Tom Clancy|Peter Telep,15.99,15.99,0241960193,ePUB,768.0,9780241960196
The Lions of Lucerne,Brad Thor,9.99,9.99,0743483294,ePUB,432.0,9780743483292
Tending Roses,Lisa Wingate,14.66,11.99,1101575913,ePUB,336.0,9781101575918
Jingo,Terry Pratchett,15.99,15.99,1407035088,ePUB,464.0,9781407035086
The Child,Fiona Barton,15.99,15.99,1473526930,ePUB,448.0,9781473526938
The Floating Outfit 19,J.T. Edson,2.59,2.59,1370752326,ePUB,,9781370752324
Bared to You,Sylvia Day,15.99,15.99,1405910240,ePUB,368.0,9781405910248
Maura's Game,Martina Cole,11.99,11.99,0755350693,ePUB,640.0,9780755350698
Dangerous Lady,Martina Cole,11.99,11.99,0755350707,ePUB,576.0,9780755350704
The Cardinal of the Kremlin,Tom Clancy,28.9,28.9,000617454X,Paperback,624.0,9780006174547
The Next Always,Nora Roberts,11.99,11.99,0748125825,ePUB,352.0,9780748125821
The Old Ways,Robert Macfarlane,15.99,15.99,0241145538,ePUB,448.0,9780241145531
The Mage-Fire War,L. E. Modesitt Jr.,16.2,12.99,1250207819,ePUB,,9781250207814
Defending Your Marriage - The Reality of Spiritual Battle,Tim Muehlhoff|Clinton E. Arnold,31.64,27.5,083084550X,Paperback,176.0,9780830845507
The Colour Of Magic,Terry Pratchett,15.99,15.99,1407034375,ePUB,288.0,9781407034379
Alchemy,Rory Sutherland,18.99,18.99,0753551373,ePUB,384.0,9780753551370
Beartown,Fredrik Backman,15.99,15.99,1405937734,ePUB,432.0,9781405937733
"I, Claudius",Robert Graves,15.99,15.99,0141911743,ePUB,416.0,9780141911748
Fooled by Randomness,Nassim Nicholas Taleb,15.99,15.99,0141930233,ePUB,368.0,9780141930237
The Player Of Games,Iain M. Banks,12.99,12.99,0748110062,ePUB,320.0,9780748110063
Zero Degrees of Empathy,Simon Baron-Cohen,15.99,15.99,0718193342,ePUB,208.0,9780718193348
A Pocketful of Holes and Dreams,Jeff Pearce,14.99,14.99,0141965932,ePUB,288.0,9780141965932
A Course in Miracles,,8.79,7.99,0976420082,ePUB,680.0,9780976420088
Queen of Fire,Anthony Ryan,12.99,12.99,1405525975,ePUB,656.0,9781405525978
The Summons,John Grisham,15.99,15.99,1407059483,ePUB,400.0,9781407059488
